ISO 639 code	BCP-47 code	Number of speakers (rounded)	Writing system(s), ISO 15924	Name (Glottolog)	Glottocode (Glottolog)	Region, ISO 3166 (Glottolog)	Link to Glottolog	Alternative Name(s)	Endonym	Link to Wikipedia
loa	loa	10K-100K	Latn	Loloda-Laba	lolo1264	ID	https://glottolog.org/resource/languoid/id/lolo1264			https://en.wikipedia.org/w/index.php?title=ISO_639:loa
lob	lob	400000	Latn	Lobi	lobi1245	BF, CI, GH	https://glottolog.org/resource/languoid/id/lobi1245			https://en.wikipedia.org/w/index.php?title=ISO_639:lob
loe	loe	10K-100K	Latn	Saluan	salu1253	ID	https://glottolog.org/resource/languoid/id/salu1253			https://en.wikipedia.org/w/index.php?title=ISO_639:loe
log	log	200000	Latn	Logo	logo1259	CD, SD	https://glottolog.org/resource/languoid/id/logo1259			https://en.wikipedia.org/w/index.php?title=ISO_639:log
loj	loj	<10K	Latn	Lou	louu1245	PG	https://glottolog.org/resource/languoid/id/louu1245			https://en.wikipedia.org/w/index.php?title=ISO_639:loj
lok	lok	100000	Latn	Loko	loko1255	SL	https://glottolog.org/resource/languoid/id/loko1255			https://en.wikipedia.org/w/index.php?title=ISO_639:lok
lol	lol	400000	Latn	Mongo	mong1338	CD	https://glottolog.org/resource/languoid/id/mong1338			https://en.wikipedia.org/w/index.php?title=ISO_639:lol
lom	lom	400000	Latn	Loma (Liberia)	loma1260	GN, LR	https://glottolog.org/resource/languoid/id/loma1260			https://en.wikipedia.org/w/index.php?title=ISO_639:lom
lon	lon	2000000	Latn	Malawi Lomwe	mala1256	MW, MZ	https://glottolog.org/resource/languoid/id/mala1256		Elhomwe	https://en.wikipedia.org/w/index.php?title=ISO_639:lon
loq	loq	10K-100K	Latn	Lobala	loba1239	CG, CD	https://glottolog.org/resource/languoid/id/loba1239			https://en.wikipedia.org/w/index.php?title=ISO_639:loq
lor	lor	<10K	Latn	Téén	teen1242	BF, CI	https://glottolog.org/resource/languoid/id/teen1242			https://en.wikipedia.org/w/index.php?title=ISO_639:lor
los	los	<10K	Latn	Loniu	loni1238	PG	https://glottolog.org/resource/languoid/id/loni1238			https://en.wikipedia.org/w/index.php?title=ISO_639:los
lot	lot	100000	Latn	Otuho	otuh1238	SD, UG	https://glottolog.org/resource/languoid/id/otuh1238			https://en.wikipedia.org/w/index.php?title=ISO_639:lot
lou	lou	<10K	Latn	Louisiana Creole French	loui1240	US	https://glottolog.org/resource/languoid/id/loui1240			https://en.wikipedia.org/w/index.php?title=ISO_639:lou
loz	loz	700000	Latn	Lozi	lozi1239	BW, NA, ZM, ZW	https://glottolog.org/resource/languoid/id/lozi1239			https://en.wikipedia.org/w/index.php?title=ISO_639:loz
lpo	lpo	200000	Lisu,Plrd	Lipo	lipo1242	CN	https://glottolog.org/resource/languoid/id/lipo1242			https://en.wikipedia.org/w/index.php?title=ISO_639:lpo
lpx	lpx	10K-100K	Latn	Lopit	lopi1242	SD	https://glottolog.org/resource/languoid/id/lopi1242			https://en.wikipedia.org/w/index.php?title=ISO_639:lpx
lrc	lrc	2000000	Arab	Northern Luri	nort2645	IR, IQ	https://glottolog.org/resource/languoid/id/nort2645		لری	https://en.wikipedia.org/w/index.php?title=ISO_639:lrc
lri	lri	200000	Latn	Marachi	mara1393	KE	https://glottolog.org/resource/languoid/id/mara1393			https://en.wikipedia.org/w/index.php?title=ISO_639:lri
lrl	lrl	200000	Arab	Larestani	lari1253	IR	https://glottolog.org/resource/languoid/id/lari1253		اَچُمی	https://en.wikipedia.org/w/index.php?title=ISO_639:lrl
lrm	lrm	200000	Latn	Marama	mara1392	KE	https://glottolog.org/resource/languoid/id/mara1392			https://en.wikipedia.org/w/index.php?title=ISO_639:lrm
lsi	lsi	10K-100K	Latn	Lashi	lash1243	CN, MM	https://glottolog.org/resource/languoid/id/lash1243			https://en.wikipedia.org/w/index.php?title=ISO_639:lsi
lsm	lsm	500000	Latn	Saamia	saam1283	KE, UG	https://glottolog.org/resource/languoid/id/saam1283			https://en.wikipedia.org/w/index.php?title=ISO_639:lsm
ltg	ltg	200000	Latn	East Latvian	east2282		https://glottolog.org/resource/languoid/id/east2282		Latgalīšu	https://en.wikipedia.org/w/index.php?title=ISO_639:ltg
lto	lto	100000	Latn	Tsotso	tsot1241	KE	https://glottolog.org/resource/languoid/id/tsot1241			https://en.wikipedia.org/w/index.php?title=ISO_639:lto
lts	lts	100000	Latn	Tachoni	tach1242	KE	https://glottolog.org/resource/languoid/id/tach1242			https://en.wikipedia.org/w/index.php?title=ISO_639:lts
ltz	lb	400000	Latn	Moselle Franconian	luxe1241	BE, FR, DE, LU	https://glottolog.org/resource/languoid/id/luxe1241		Lëtzebuergesch	https://en.wikipedia.org/w/index.php?title=ISO_639:ltz
lua	lua	6000000	Latn	Luba-Lulua	luba1249	AO, CD	https://glottolog.org/resource/languoid/id/luba1249		Ciluba	https://en.wikipedia.org/w/index.php?title=ISO_639:lua
lub	lu	2000000	Latn	Luba-Katanga	luba1250	CD	https://glottolog.org/resource/languoid/id/luba1250		Kiluba	https://en.wikipedia.org/w/index.php?title=ISO_639:lub
luc	luc	300000	Latn	Aringa	arin1244	SD, UG	https://glottolog.org/resource/languoid/id/arin1244			https://en.wikipedia.org/w/index.php?title=ISO_639:luc
lud	lud	<10K	Latn	Ludian	ludi1246	RU	https://glottolog.org/resource/languoid/id/ludi1246			https://en.wikipedia.org/w/index.php?title=ISO_639:lud
lue	lue	600000	Latn	Luvale	luva1239	AO, ZM	https://glottolog.org/resource/languoid/id/luva1239			https://en.wikipedia.org/w/index.php?title=ISO_639:lue
lug	lg	4000000	Latn	Ganda	gand1255	UG	https://glottolog.org/resource/languoid/id/gand1255	Luganda	Luganda	https://en.wikipedia.org/w/index.php?title=ISO_639:lug
luj	luj	10K-100K	Latn	Luna	luna1244	CD	https://glottolog.org/resource/languoid/id/luna1244			https://en.wikipedia.org/w/index.php?title=ISO_639:luj
lun	lun	400000	Latn	Lunda	lund1266	AO, CD, ZM	https://glottolog.org/resource/languoid/id/lund1266			https://en.wikipedia.org/w/index.php?title=ISO_639:lun
luo	luo	4000000	Latn	Luo (Kenya and Tanzania)	luok1236	KE, TZ	https://glottolog.org/resource/languoid/id/luok1236		Dholuo	https://en.wikipedia.org/w/index.php?title=ISO_639:luo
lup	lup	10K-100K	Latn	Lumbu	lumb1249	CG, GA	https://glottolog.org/resource/languoid/id/lumb1249			https://en.wikipedia.org/w/index.php?title=ISO_639:lup
lus	lus	700000	Latn	Mizo	lush1249	BD, IN, MM	https://glottolog.org/resource/languoid/id/lush1249	Lushai	Mizo	https://en.wikipedia.org/w/index.php?title=ISO_639:lus
lut	lut	<10K	Latn	Northern Lushootseed	lush1252	US	https://glottolog.org/resource/languoid/id/lush1252			https://en.wikipedia.org/w/index.php?title=ISO_639:lut
luy	luy	1000000	Latn	Luhya (macrolanguage)	n/a		n/a			https://en.wikipedia.org/w/index.php?title=ISO_639:luy
luz	luz	900000	Arab	Southern Luri	sout2647	IR	https://glottolog.org/resource/languoid/id/sout2647		لری	https://en.wikipedia.org/w/index.php?title=ISO_639:luz
lvs	lvs	2000000	Cyrl,Latn	Standard Latvian	stan1325	LV	https://glottolog.org/resource/languoid/id/stan1325			https://en.wikipedia.org/w/index.php?title=ISO_639:lvs
lwg	lwg	300000	Latn	Wanga	wang1294	KE	https://glottolog.org/resource/languoid/id/wang1294			https://en.wikipedia.org/w/index.php?title=ISO_639:lwg
lwl	lwl	10K-100K	Thai	Eastern Lawa	east2330	TH	https://glottolog.org/resource/languoid/id/east2330			https://en.wikipedia.org/w/index.php?title=ISO_639:lwl
lwo	lwo	10K-100K	Latn	Luwo	luwo1239	SD	https://glottolog.org/resource/languoid/id/luwo1239			https://en.wikipedia.org/w/index.php?title=ISO_639:lwo
lww	lww	<10K	Latn	Lewo	lewo1242	VU	https://glottolog.org/resource/languoid/id/lewo1242			https://en.wikipedia.org/w/index.php?title=ISO_639:lww
lzz	lzz	10K-100K	Geor,Latn	Laz	lazz1240	GE, TR	https://glottolog.org/resource/languoid/id/lazz1240			https://en.wikipedia.org/w/index.php?title=ISO_639:lzz
maa	maa	10K-100K	Latn	San Jerónimo Tecóatl Mazatec	sanj1286	MX	https://glottolog.org/resource/languoid/id/sanj1286			https://en.wikipedia.org/w/index.php?title=ISO_639:maa
mad	mad	7000000	Latn	Madurese	nucl1460	ID	https://glottolog.org/resource/languoid/id/nucl1460		Bhasa Madhura	https://en.wikipedia.org/w/index.php?title=ISO_639:mad
maf	maf	200000	Latn	Mafa	mafa1239	CM, NG	https://glottolog.org/resource/languoid/id/mafa1239			https://en.wikipedia.org/w/index.php?title=ISO_639:maf
mag	mag	28000000	Deva,Kthi,Latn	Magahi	maga1260	IN	https://glottolog.org/resource/languoid/id/maga1260		मगही	https://en.wikipedia.org/w/index.php?title=ISO_639:mag
mah	mh	10K-100K	Latn	Marshallese	mars1254	MH	https://glottolog.org/resource/languoid/id/mars1254			https://en.wikipedia.org/w/index.php?title=ISO_639:mah
mai	mai	17000000	Deva,Kthi,Latn,Newa,Tirh	Maithili	mait1250	IN, NP	https://glottolog.org/resource/languoid/id/mait1250		मैथिली	https://en.wikipedia.org/w/index.php?title=ISO_639:mai
maj	maj	10K-100K	Latn	Jalapa De Díaz Mazatec	jala1237	MX	https://glottolog.org/resource/languoid/id/jala1237			https://en.wikipedia.org/w/index.php?title=ISO_639:maj
mak	mak	5000000	Bugi,Latn,Maka	Makasar	maka1311	ID	https://glottolog.org/resource/languoid/id/maka1311		Basa Mangkasara'	https://en.wikipedia.org/w/index.php?title=ISO_639:mak
mal	ml	38000000	Latn,Mlym	Malayalam	mala1464	IN	https://glottolog.org/resource/languoid/id/mala1464		മലയാളം, Malayalam	https://en.wikipedia.org/w/index.php?title=ISO_639:mal
mam	mam	500000	Latn	Mam	mamm1241	GT, MX	https://glottolog.org/resource/languoid/id/mamm1241			https://en.wikipedia.org/w/index.php?title=ISO_639:mam
maq	maq	<10K	Latn	Chiquihuitlán Mazatec	chiq1250	MX	https://glottolog.org/resource/languoid/id/chiq1250			https://en.wikipedia.org/w/index.php?title=ISO_639:maq
mar	mr	83000000	Deva,Latn,Modi	Marathi	mara1378	IN	https://glottolog.org/resource/languoid/id/mara1378		मराठी, Marathi	https://en.wikipedia.org/w/index.php?title=ISO_639:mar
mas	mas	1000000	Latn	Masai	masa1300	KE, TZ	https://glottolog.org/resource/languoid/id/masa1300		Ɔl Maa	https://en.wikipedia.org/w/index.php?title=ISO_639:mas
mau	mau	10K-100K	Latn	Huautla Mazatec	huau1238	MX	https://glottolog.org/resource/languoid/id/huau1238			https://en.wikipedia.org/w/index.php?title=ISO_639:mau
mav	mav	<10K	Latn	Sateré-Mawé	sate1243	BR	https://glottolog.org/resource/languoid/id/sate1243			https://en.wikipedia.org/w/index.php?title=ISO_639:mav
maw	maw	200000	Latn	Mampruli	mamp1244	GH, TG	https://glottolog.org/resource/languoid/id/mamp1244			https://en.wikipedia.org/w/index.php?title=ISO_639:maw
max	max	700000	Latn	North Moluccan Malay	nort2828	ID	https://glottolog.org/resource/languoid/id/nort2828		Bahasa Pasar	https://en.wikipedia.org/w/index.php?title=ISO_639:max
maz	maz	10K-100K	Latn	Central Mazahua	cent2144	MX	https://glottolog.org/resource/languoid/id/cent2144			https://en.wikipedia.org/w/index.php?title=ISO_639:maz
mbb	mbb	10K-100K	Latn	Western Bukidnon Manobo	west2555	PH	https://glottolog.org/resource/languoid/id/west2555			https://en.wikipedia.org/w/index.php?title=ISO_639:mbb
mbc	mbc	10K-100K	Latn	Macushi	macu1259	BR, GY, VE	https://glottolog.org/resource/languoid/id/macu1259			https://en.wikipedia.org/w/index.php?title=ISO_639:mbc
mbd	mbd	10K-100K	Latn	Dibabawon Manobo	diba1242	PH	https://glottolog.org/resource/languoid/id/diba1242			https://en.wikipedia.org/w/index.php?title=ISO_639:mbd
mbf	mbf	<10K	Latn	Baba Malay	baba1267	MY, SG	https://glottolog.org/resource/languoid/id/baba1267			https://en.wikipedia.org/w/index.php?title=ISO_639:mbf
mbh	mbh	<10K	Latn	Mangseng	mang1403	PG	https://glottolog.org/resource/languoid/id/mang1403			https://en.wikipedia.org/w/index.php?title=ISO_639:mbh
mbi	mbi	10K-100K	Latn	Ilianen Manobo	ilia1236	PH	https://glottolog.org/resource/languoid/id/ilia1236			https://en.wikipedia.org/w/index.php?title=ISO_639:mbi
mbj	mbj	<10K	Latn	Nadëb	nade1244	BR	https://glottolog.org/resource/languoid/id/nade1244			https://en.wikipedia.org/w/index.php?title=ISO_639:mbj
mbl	mbl	<10K	Latn	Maxakalí	maxa1247	BR	https://glottolog.org/resource/languoid/id/maxa1247			https://en.wikipedia.org/w/index.php?title=ISO_639:mbl
mbn	mbn	<10K	Latn	Macaguán	maca1259	CO	https://glottolog.org/resource/languoid/id/maca1259			https://en.wikipedia.org/w/index.php?title=ISO_639:mbn
mbo	mbo	200000	Latn	Mbo (Cameroon)	mboc1235	CM	https://glottolog.org/resource/languoid/id/mboc1235			https://en.wikipedia.org/w/index.php?title=ISO_639:mbo
mbp	mbp	<10K	Latn	Malayo	mala1522	CO	https://glottolog.org/resource/languoid/id/mala1522			https://en.wikipedia.org/w/index.php?title=ISO_639:mbp
mbq	mbq	<10K	Latn	Maisin	mais1250	PG	https://glottolog.org/resource/languoid/id/mais1250			https://en.wikipedia.org/w/index.php?title=ISO_639:mbq
mbs	mbs	10K-100K	Latn	Sarangani Manobo	sara1327	PH	https://glottolog.org/resource/languoid/id/sara1327			https://en.wikipedia.org/w/index.php?title=ISO_639:mbs
mbt	mbt	10K-100K	Latn	Matigsalug Manobo	mati1250	PH	https://glottolog.org/resource/languoid/id/mati1250			https://en.wikipedia.org/w/index.php?title=ISO_639:mbt
mbu	mbu	10K-100K	Latn	Mbula-Bwazza	mbul1260	NG	https://glottolog.org/resource/languoid/id/mbul1260			https://en.wikipedia.org/w/index.php?title=ISO_639:mbu
mbw	mbw	10K-100K	Latn	Maring	mari1435	PG	https://glottolog.org/resource/languoid/id/mari1435			https://en.wikipedia.org/w/index.php?title=ISO_639:mbw
mbz	mbz	<10K	Latn	Amoltepec Mixtec	amol1236	MX	https://glottolog.org/resource/languoid/id/amol1236			https://en.wikipedia.org/w/index.php?title=ISO_639:mbz
mca	mca	<10K	Latn	Maca	maca1260	PY	https://glottolog.org/resource/languoid/id/maca1260			https://en.wikipedia.org/w/index.php?title=ISO_639:mca
mcb	mcb	<10K	Latn	Machiguenga	mach1267	PE	https://glottolog.org/resource/languoid/id/mach1267			https://en.wikipedia.org/w/index.php?title=ISO_639:mcb
mcd	mcd	<10K	Latn	Sharanahua	shar1245	BR, PE	https://glottolog.org/resource/languoid/id/shar1245			https://en.wikipedia.org/w/index.php?title=ISO_639:mcd
mcf	mcf	<10K	Latn	Matsés	mats1244	BR, PE	https://glottolog.org/resource/languoid/id/mats1244			https://en.wikipedia.org/w/index.php?title=ISO_639:mcf
mci	mci	<10K	Latn	Mese	mese1244	PG	https://glottolog.org/resource/languoid/id/mese1244			https://en.wikipedia.org/w/index.php?title=ISO_639:mci
mck	mck	300000	Latn	Mbunda	mbun1249	AO, ZM	https://glottolog.org/resource/languoid/id/mbun1249			https://en.wikipedia.org/w/index.php?title=ISO_639:mck
mcn	mcn	200000	Latn	Masana	masa1322	CM, TD	https://glottolog.org/resource/languoid/id/masa1322		Massa	https://en.wikipedia.org/w/index.php?title=ISO_639:mcn
mco	mco	10K-100K	Latn	Coatlán Mixe	coat1238	MX	https://glottolog.org/resource/languoid/id/coat1238			https://en.wikipedia.org/w/index.php?title=ISO_639:mco
mcp	mcp	10K-100K	Latn	Makaa	maka1304	CM	https://glottolog.org/resource/languoid/id/maka1304			https://en.wikipedia.org/w/index.php?title=ISO_639:mcp
mcq	mcq	10K-100K	Latn	Ese	esee1247	PG	https://glottolog.org/resource/languoid/id/esee1247			https://en.wikipedia.org/w/index.php?title=ISO_639:mcq
mcr	mcr	10K-100K	Latn	Menya	meny1245	PG	https://glottolog.org/resource/languoid/id/meny1245			https://en.wikipedia.org/w/index.php?title=ISO_639:mcr
mcu	mcu	10K-100K	Latn	Donga Mambila	came1252	CM, NG	https://glottolog.org/resource/languoid/id/came1252			https://en.wikipedia.org/w/index.php?title=ISO_639:mcu
mda	mda	10K-100K	Latn	Mada (Nigeria)	mada1282	NG	https://glottolog.org/resource/languoid/id/mada1282			https://en.wikipedia.org/w/index.php?title=ISO_639:mda
mde	mde	300000	Arab,Latn	Maba (Chad)	maba1277	TD	https://glottolog.org/resource/languoid/id/maba1277		بُرَا مَبَݝ	https://en.wikipedia.org/w/index.php?title=ISO_639:mde
mdf	mdf	<10K	Cyrl	Moksha	moks1248	RU	https://glottolog.org/resource/languoid/id/moks1248		Мокшень	https://en.wikipedia.org/w/index.php?title=ISO_639:mdf
mdh	mdh	1000000	Latn	Maguindanao	magu1243	PH	https://glottolog.org/resource/languoid/id/magu1243		Maguindanao	https://en.wikipedia.org/w/index.php?title=ISO_639:mdh
mdj	mdj	700000	Latn	Mangbetu	mang1394	CD	https://glottolog.org/resource/languoid/id/mang1394			https://en.wikipedia.org/w/index.php?title=ISO_639:mdj
mdm	mdm	10K-100K	Latn	Mayogo	mayo1261	CD	https://glottolog.org/resource/languoid/id/mayo1261			https://en.wikipedia.org/w/index.php?title=ISO_639:mdm
mdp	mdp	200000	Latn	Mbala	mbal1257	CD	https://glottolog.org/resource/languoid/id/mbal1257			https://en.wikipedia.org/w/index.php?title=ISO_639:mdp
mdq	mdq	10K-100K	Latn	Mbole	mbol1247	CD	https://glottolog.org/resource/languoid/id/mbol1247			https://en.wikipedia.org/w/index.php?title=ISO_639:mdq
mdr	mdr	500000	Bugi,Latn	Mandar	mand1442	ID	https://glottolog.org/resource/languoid/id/mand1442		Mandar	https://en.wikipedia.org/w/index.php?title=ISO_639:mdr
mdt	mdt	100000	Latn	Mbere	mber1257	CG, GA	https://glottolog.org/resource/languoid/id/mber1257			https://en.wikipedia.org/w/index.php?title=ISO_639:mdt
mdv	mdv	10K-100K	Latn	Santa Lucía Monteverde Mixtec	sant1439	MX	https://glottolog.org/resource/languoid/id/sant1439			https://en.wikipedia.org/w/index.php?title=ISO_639:mdv
mdw	mdw	100000	Latn	Mbosi	mbos1242	CG	https://glottolog.org/resource/languoid/id/mbos1242			https://en.wikipedia.org/w/index.php?title=ISO_639:mdw
mdx	mdx	10K-100K	Ethi	Dizin	dizi1235	ET	https://glottolog.org/resource/languoid/id/dizi1235			https://en.wikipedia.org/w/index.php?title=ISO_639:mdx
mdy	mdy	100000	Ethi	Male (Ethiopia)	male1284	ET	https://glottolog.org/resource/languoid/id/male1284			https://en.wikipedia.org/w/index.php?title=ISO_639:mdy
mec	mec	<10K	Latn	Marra	mara1385	AU	https://glottolog.org/resource/languoid/id/mara1385			https://en.wikipedia.org/w/index.php?title=ISO_639:mec
med	med	100000	Latn	Melpa	melp1238	PG	https://glottolog.org/resource/languoid/id/melp1238			https://en.wikipedia.org/w/index.php?title=ISO_639:med
mee	mee	<10K	Latn	Mengen	meng1267	PG	https://glottolog.org/resource/languoid/id/meng1267			https://en.wikipedia.org/w/index.php?title=ISO_639:mee
meh	meh	<10K	Latn	Southwestern Tlaxiaco Mixtec	sout3000	MX	https://glottolog.org/resource/languoid/id/sout3000			https://en.wikipedia.org/w/index.php?title=ISO_639:meh
mej	mej	10K-100K	Latn	Meyah	meya1236	ID	https://glottolog.org/resource/languoid/id/meya1236			https://en.wikipedia.org/w/index.php?title=ISO_639:mej
mek	mek	10K-100K	Latn	Mekeo	meke1243	PG	https://glottolog.org/resource/languoid/id/meke1243			https://en.wikipedia.org/w/index.php?title=ISO_639:mek
mel	mel	100000	Latn	Central Melanau	cent2101	BN, MY	https://glottolog.org/resource/languoid/id/cent2101		Melanau	https://en.wikipedia.org/w/index.php?title=ISO_639:mel
mem	mem	<10K	Latn	Mangala	mang1383	AU	https://glottolog.org/resource/languoid/id/mang1383			https://en.wikipedia.org/w/index.php?title=ISO_639:mem
men	men	3000000	Latn,Mend	Mende (Sierra Leone)	mend1266	GN, LR, SL	https://glottolog.org/resource/languoid/id/mend1266		Mɛnde	https://en.wikipedia.org/w/index.php?title=ISO_639:men
meo	meo	3000000	Latn	Kedah Malay	keda1251	MY, TH	https://glottolog.org/resource/languoid/id/keda1251		Pelat Utagha	https://en.wikipedia.org/w/index.php?title=ISO_639:meo
mep	mep	<10K	Latn	Miriwung	miri1266	AU	https://glottolog.org/resource/languoid/id/miri1266			https://en.wikipedia.org/w/index.php?title=ISO_639:mep
meq	meq	10K-100K	Latn	Merey	mere1246	CM	https://glottolog.org/resource/languoid/id/mere1246			https://en.wikipedia.org/w/index.php?title=ISO_639:meq
mer	mer	2000000	Latn	Meru	meru1245	KE	https://glottolog.org/resource/languoid/id/meru1245		Kĩmĩĩrũ	https://en.wikipedia.org/w/index.php?title=ISO_639:mer
met	met	<10K	Latn	Mato	mato1252	PG	https://glottolog.org/resource/languoid/id/mato1252			https://en.wikipedia.org/w/index.php?title=ISO_639:met
meu	meu	10K-100K	Latn	Motu	motu1246	PG	https://glottolog.org/resource/languoid/id/motu1246			https://en.wikipedia.org/w/index.php?title=ISO_639:meu
mev	mev	400000	Latn	Mann	mann1248	CI, GN, LR	https://glottolog.org/resource/languoid/id/mann1248			https://en.wikipedia.org/w/index.php?title=ISO_639:mev
mey	mey	3000000	Arab	Hassaniyya	hass1238	DZ, ML, MR, MA, NE, SN, EH	https://glottolog.org/resource/languoid/id/hass1238			https://en.wikipedia.org/w/index.php?title=ISO_639:mey
mez	mez	<10K	Latn	Menominee	meno1252	US	https://glottolog.org/resource/languoid/id/meno1252			https://en.wikipedia.org/w/index.php?title=ISO_639:mez
mfa	mfa	1000000	Arab,Thai	Kelantan-Pattani Malay	patt1249	MY, TH	https://glottolog.org/resource/languoid/id/patt1249		بهاس جاوي	https://en.wikipedia.org/w/index.php?title=ISO_639:mfa
mfb	mfb	300000	Latn	Bangka	bang1365	ID	https://glottolog.org/resource/languoid/id/bang1365		Bahasa Bangka	https://en.wikipedia.org/w/index.php?title=ISO_639:mfb
mfe	mfe	1000000	Latn	Morisyen	mori1278	MU	https://glottolog.org/resource/languoid/id/mori1278			https://en.wikipedia.org/w/index.php?title=ISO_639:mfe
mfh	mfh	10K-100K	Latn	Matal	mata1306	CM	https://glottolog.org/resource/languoid/id/mata1306			https://en.wikipedia.org/w/index.php?title=ISO_639:mfh
